id,abstract,authorships.author.display_name,authorships.institutions.display_name,cited_by_count,title,doi,fwci,is_retracted,language,is_oa,oa_status,primary_location.source.display_name,primary_location.source.type,publication_date,type
https://openalex.org/W2889569452,,Jikai Wang|Zonghai Chen,University of Science and Technology of China|University of Science and Technology of China,15,A Novel Hybrid Map Based Global Path Planning Method,https://doi.org/10.1109/acirs.2018.8467225,1.15506032,FALSE,en,FALSE,closed,,,2018-07-01,article
https://openalex.org/W2808399177,"This paper focuses on scene graph completion which aims at predicting new relations between two entities utilizing existing scene graphs and images. By comparing with the well-known knowledge graph, we first identify that each scene graph is associated with an image and each entity of a visual triple in a scene graph is composed of its entity type with attributes and grounded with a bounding box in its corresponding image. We then propose an end-to-end model named Representation Learning via Jointly Structural and Visual Embedding (RLSV) to take advantages of structural and visual information in scene graphs. In RLSV model, we provide a fully-convolutional module to extract the visual embeddings of a visual triple and apply hierarchical projection to combine the structural and visual embeddings of a visual triple. In experiments, we evaluate our model on two scene graph completion tasks: link prediction and visual triple classification, and further analyze by case studies. Experimental results demonstrate that our model outperforms all baselines in both tasks, which justifies the significance of combining structural and visual information for scene graph completion.",Hai Wan|Yonghao Luo|Bo Peng|Wei‐Shi Zheng,China Guangzhou Analysis and Testing Center|Sun Yat-sen University|Sun Yat-sen University|Sun Yat-sen University|Sun Yat-sen University,33,Representation Learning for Scene Graph Completion via Jointly Structural and Visual Embedding,https://doi.org/10.24963/ijcai.2018/132,4.3683741,FALSE,en,TRUE,gold,,,2018-07-01,article
https://openalex.org/W2899483913,,Rafia Inam|Klaus Raizer|Alberto Hata|Ricardo Gabbay de Souza|Elena Forsman|Enyu Cao|Shaolei Wang,Ericsson (Sweden)|Ericsson (Sweden)|Ericsson (Sweden)|Ericsson (Sweden)|Ericsson (Sweden)|KTH Royal Institute of Technology|KTH Royal Institute of Technology,67,Risk Assessment for Human-Robot Collaboration in an automated warehouse scenario,https://doi.org/10.1109/etfa.2018.8502466,2.66908417,FALSE,en,FALSE,closed,,,2018-09-01,article
https://openalex.org/W2910766642,"We introduce UNDERWORLDS, a novel lightweight framework for cascading spatio-temporal situation assessment in robotics. UNDERWORLDS allows programmers to represent the robot's environment as real-time distributed data structures, containing both scene graphs (for representation of 3D geometries) and timelines (for representation of temporal events). UNDERWORLDS supports cascading representations: the environment is viewed as a set of worlds that can each have different spatial and temporal granularities, and may inherit from each other. UNDERWORLDS also provides a set of high-level client libraries and tools to introspect and manipulate the environment models.\n\nThis article presents the design and architecture of this open-source tool, and explores some applications, along with examples of use.",Séverin Lemaignan|Yoan Sallami|Christopher D. Wallbridge|Aurélie Clodic|Tony Belpaeme|Rachid Alami,University of the West of England|Bristol Robotics Laboratory|Laboratoire d'Analyse et d'Architecture des Systèmes|Centre National de la Recherche Scientifique|Université Fédérale de Toulouse Midi-Pyrénées|University of Plymouth|Centre National de la Recherche Scientifique|Université Fédérale de Toulouse Midi-Pyrénées|Laboratoire d'Analyse et d'Architecture des Systèmes|University of Plymouth|Université Fédérale de Toulouse Midi-Pyrénées|Laboratoire d'Analyse et d'Architecture des Systèmes|Centre National de la Recherche Scientifique,15,UNDERWORLDS: Cascading Situation Assessment for Robots,https://doi.org/10.1109/iros.2018.8594094,4.12435992,FALSE,en,TRUE,green,,,2018-10-01,preprint
https://openalex.org/W2907562548,,Valber Lemes Zacarkim|Eduardo Todt|Felipe Gustavo Bombardelli,Universidade Federal do Paraná|Universidade Federal do Paraná|Universidade Federal do Paraná,2,Evaluation of IGFTT Keypoints Detector in Indoor Visual SLAM,https://doi.org/10.1109/lars/sbr/wre.2018.00025,0.37494181,FALSE,en,FALSE,closed,,,2018-11-01,article
https://openalex.org/W2903754102,,Lars Kunze|Tom Bruls|Tarlan Suleymanov|Paul Newman,University of Oxford|University of Oxford|University of Oxford|University of Oxford,36,Reading between the Lanes: Road Layout Reconstruction from Partially Segmented Scenes,https://doi.org/10.1109/itsc.2018.8569270,3.51500443,FALSE,en,FALSE,closed,,,2018-11-01,article
https://openalex.org/W2902539442,"We introduce a novel framework for using natural language to generate and edit 3D indoor scenes, harnessing scene semantics and text-scene grounding knowledge learned from large annotated 3D scene databases. The advantage of natural language editing interfaces is strongest when performing semantic operations at the sub-scene level, acting on groups of objects. We learn how to manipulate these sub-scenes by analyzing existing 3D scenes. We perform edits by first parsing a natural language command from the user and transforming it into a semantic scene graph that is used to retrieve corresponding sub-scenes from the databases that match the command. We then augment this retrieved sub-scene by incorporating other objects that may be implied by the scene context. Finally, a new 3D scene is synthesized by aligning the augmented sub-scene with the user's current scene, where new objects are spliced into the environment, possibly triggering appropriate adjustments to the existing scene arrangement. A suggestive modeling interface with multiple interpretations of user commands is used to alleviate ambiguities in natural language. We conduct studies comparing our approach against both prior text-to-scene work and artist-made scenes and find that our method significantly outperforms prior work and is comparable to handmade scenes even when complex and varied natural sentences are used.",Rui Ma|Akshay Gadi Patil|Matthew Fisher|Manyi Li|Sören Pirk|Binh‐Son Hua|Sai-Kit Yeung|Xin Tong|Leonidas Guibas|Hao Zhang,|Simon Fraser University|Adobe Systems (United States)|Shandong University|Simon Fraser University|Stanford University|The University of Tokyo|Hong Kong University of Science and Technology|University of Hong Kong|Microsoft Research Asia (China)|Stanford University|Simon Fraser University,94,Language-driven synthesis of 3D scenes from scene databases,https://doi.org/10.1145/3272127.3275035,5.4865365,FALSE,en,TRUE,bronze,ACM Transactions on Graphics,journal,2018-11-28,article
https://openalex.org/W2965288565,"We propose Scene Graph Auto-Encoder (SGAE) that incorporates the language inductive bias into the encoder-decoder image captioning framework for more human-like captions. Intuitively, we humans use the inductive bias to compose collocations and contextual inference in discourse. For example, when we see the relation `person on bike', it is natural to replace `on' with `ride' and infer `person riding bike on a road' even the `road' is not evident. Therefore, exploiting such bias as a language prior is expected to help the conventional encoder-decoder models less likely overfit to the dataset bias and focus on reasoning. Specifically, we use the scene graph --- a directed graph ($\mathcal{G}$) where an object node is connected by adjective nodes and relationship nodes --- to represent the complex structural layout of both image ($\mathcal{I}$) and sentence ($\mathcal{S}$). In the textual domain, we use SGAE to learn a dictionary ($\mathcal{D}$) that helps to reconstruct sentences in the $\mathcal{S}\rightarrow \mathcal{G} \rightarrow \mathcal{D} \rightarrow \mathcal{S}$ pipeline, where $\mathcal{D}$ encodes the desired language prior; in the vision-language domain, we use the shared $\mathcal{D}$ to guide the encoder-decoder in the $\mathcal{I}\rightarrow \mathcal{G}\rightarrow \mathcal{D} \rightarrow \mathcal{S}$ pipeline. Thanks to the scene graph representation and shared dictionary, the inductive bias is transferred across domains in principle. We validate the effectiveness of SGAE on the challenging MS-COCO image captioning benchmark, e.g., our SGAE-based single-model achieves a new state-of-the-art $127.8$ CIDEr-D on the Karpathy split, and a competitive $125.5$ CIDEr-D (c40) on the official server even compared to other ensemble models.",Xu Yang|Kaihua Tang|Hanwang Zhang|Jianfei Cai,,2,Auto-Encoding Graphical Inductive Bias for Descriptive Image Captioning,,0.28876508,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2018-12-06,article
https://openalex.org/W2902899766,"Scene graphs -- objects as nodes and visual relationships as edges -- describe the whereabouts and interactions of the things and stuff in an image for comprehensive scene understanding. To generate coherent scene graphs, almost all existing methods exploit the fruitful visual context by modeling message passing among objects, fitting the dynamic nature of reasoning with visual context, eg, person on bike can help to determine the relationship ride, which in turn contributes to the category confidence of the two objects. However, we argue that the scene dynamics is not properly learned by using the prevailing cross-entropy based supervised learning paradigm, which is not sensitive to graph inconsistency: errors at the hub or non-hub nodes are unfortunately penalized equally. To this end, we propose a Counterfactual critic Multi-Agent Training (CMAT) approach to resolve the mismatch. CMAT is a multi-agent policy gradient method that frames objects as cooperative agents, and then directly maximizes a graph-level metric as the reward. In particular, to assign the reward properly to each agent, CMAT uses a counterfactual baseline that disentangles the agent-specific reward by fixing the dynamics of other agents. Extensive validations on the challenging Visual Genome benchmark show that CMAT achieves a state-of-the-art by significant performance gains under various settings and metrics.",Long Chen|Hanwang Zhang|Jun Xiao|Xiangnan He|Shiliang Pu|Shih-Fu Chang,,12,Scene Dynamics: Counterfactual Critic Multi-Agent Training for Scene Graph Generation.,,1.58820793,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2018-12-06,article
https://openalex.org/W2904763822,"Generation of scene graphs and natural language captions from images for deep image understanding is an ongoing research problem. Scene graphs and natural language captions have a common characteristic in that they are generated by considering the objects in the images and the relationships between the objects. This study proposes a deep neural network model named the Context-based Captioning and Scene Graph Generation Network (C2SGNet), which simultaneously generates scene graphs and natural language captions from images. The proposed model generates results through communication of context information between these two tasks. For effective communication of context information, the two tasks are structured into three layers: the object detection, relationship detection, and caption generation layers. Each layer receives related context information from the lower layer. In this study, the proposed model was experimentally assessed using the Visual Genome benchmark data set. The performance improvement effect of the context information was verified through various experiments. Further, the high performance of the proposed model was confirmed through performance comparison with existing models.",Donghyeop Shin|Incheol Kim,Kyonggi University|Kyonggi University,8,Deep Image Understanding Using Multilayered Contexts,https://doi.org/10.1155/2018/5847460,0.7219127,FALSE,en,TRUE,hybrid,Mathematical Problems in Engineering,journal,2018-12-10,article
https://openalex.org/W2904993015,,Ning Xu|An-An Liu|Jing Liu|Weizhi Nie|Yuting Su,Tianjin University|Tianjin University|Tianjin University|Tianjin University|Tianjin University,93,Scene graph captioner: Image captioning based on structural visual representation,https://doi.org/10.1016/j.jvcir.2018.12.027,6.2084492,FALSE,en,FALSE,closed,Journal of Visual Communication and Image Representation,journal,2018-12-14,article
https://openalex.org/W2921465855,"Scene graphs, as found in many visualization systems are a well-established concept for modeling virtual scenes in computer graphics. State-of-the-art approaches typically issue appropriate draw commands while traversing the graph. Equipped with a functional programming mindset we take a different approach and utilize attribute grammars as a central concept for modeling the problem domain declaratively. Instead of issuing draw commands imperatively, we synthesize first class objects describing appropriate draw commands. In order to make this approach practical in the face of dynamic changes to the scene graph, we utilize incremental evaluation, and thereby avoid repeated evaluation of unchanged parts. Our application prototypically demonstrates how complex systems benefit from domain-specific languages, declarative problem solving and the implications thereof. Besides from being concise and expressive, our solution demonstrates a real-world use case of self-adjusting computation which elegantly extends scene graphs with well-defined reactive semantics and efficient, incremental execution.",Harald Steinlechner|Georg Haaser|Stefan Maierhofer|Robert F. Tobler,VRVis GmbH (Austria)|VRVis GmbH (Austria)|VRVis GmbH (Austria)|VRVis GmbH (Austria),2,Attribute Grammars for Incremental Scene Graph Rendering,https://doi.org/10.5220/0007372800770088,0.21377151,FALSE,en,TRUE,gold,,,2019-01-01,article
https://openalex.org/W2930097295,,Moshiko Raboh|Roei Herzig|Gal Chechik|Jonathan Berant|Amir Globerson,,2,Learning Latent Scene-Graph Representations for Referring Relationships.,,0.30723549,FALSE,en,FALSE,closed,,,2019-01-01,article
https://openalex.org/W2989377923,"Scene graphs represent semantic information in images, which can help image captioning system to produce more descriptive outputs versus using only the image as context. Recent captioning approaches rely on ad-hoc approaches to obtain graphs for images. However, those graphs introduce noise and it is unclear the effect of parser errors on captioning accuracy. In this work, we investigate to what extent scene graphs can help image captioning. Our results show that a state-of-the-art scene graph parser can boost performance almost as much as the ground truth graphs, showing that the bottleneck currently resides more on the captioning models than on the performance of the scene graph parser.",Dalin Wang|Daniel Beck|Trevor Cohn,,29,On the Role of Scene Graphs in Image Captioning,https://doi.org/10.18653/v1/d19-6405,1.60328636,FALSE,en,TRUE,gold,,,2019-01-01,article
https://openalex.org/W3119360229,,Lateef Idan Subuh,,0,Placement of digital technology in the production of Scene graph Tarzan as a- symbol –,,0.0,FALSE,en,FALSE,closed,"LARK  JOURNAL FOR  PHILOSOPHY , LINGUISTICS AND SOCIAL SCIENCES",journal,2019-01-01,article
https://openalex.org/W3048317568,"This report covers a master’s thesis project done at the University Of Utah for theOpenSpace project. OpenSpace is a open-source astronomy visualization software and thethesis focus was to visualize the ever-increasing number of man-made space debris. Twodifferent visualization methods have been used in this thesis. One was a volume renderingand it was evaluated how it works in relation to an orbital trail representation, which wasthe other method. If the volumetric representation would reduce cluttering, is one of theaspects that will be evaluated, as well as a more open ended exploratory question whichis if the volumetric representation can provide any new insights about the data. In short,will a volumetric representation give anything that an orbital representation cannot? Avolume rendering can use different types of grids. The thesis evaluates the pros and consof a cartesian- and spherical grid, as well as the different resolution of the grid and tweaksin the transfer function.An orbital trail representation was previously implemented in OpenSpace (which will becalled the individual scene graph node implementation in this report) that had its pros.One con, however, was that it did not scale very well with increasing number of data elements.Visualizing all the data sets containing each trackable piece of space debris simultaneouslyusing this implementation causes the software to slow down significantly. Analternative implementation (which will be called single draw call implementation in thisreport) was therefore tested in hopes to solve this issue. To see the performance difference,tests were performed where frame time for the whole scene was measured.",Jonathan Fransson|Elon Olsson,,0,Visualization of Space Debris using Orbital Representation and Volume Rendering,,0.0,FALSE,en,TRUE,green,KTH Publication Database DiVA (KTH Royal Institute of Technology),repository,2019-01-01,article
https://openalex.org/W2913618459,,Xiangyang Li|Shuqiang Jiang,University of Chinese Academy of Sciences|University of Chinese Academy of Sciences,193,Know More Say Less: Image Captioning Based on Scene Graphs,https://doi.org/10.1109/tmm.2019.2896516,13.04006239,FALSE,en,FALSE,closed,IEEE Transactions on Multimedia,journal,2019-01-30,article
https://openalex.org/W2922136209,,Ji Zhang|Kevin J. Shih|Ahmed Elgammal|Andrew Tao|Bryan Catanzaro,,25,Graphical Contrastive Losses for Scene Graph Generation.,,2.35148666,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2019-03-07,article
https://openalex.org/W2953783113,,Subarna Tripathi|Anahita Bhiwandiwalla|Alexei Bastidas|Hanlin Tang,,13,Heuristics for Image Generation from Scene Graphs,,1.38951484,FALSE,en,FALSE,closed,,,2019-03-20,article
https://openalex.org/W2936250137,,Wen-Jing Gao|Yonghua Zhu|Wenjun Zhang|Ke Zhang|Honghao Gao,Shanghai Open University|Shanghai University|Shanghai Open University|Shanghai University|Shanghai University|Shanghai Open University|Shanghai University|Shanghai Open University|Shanghai University|Shanghai Institute of Computing Technology,18,A hierarchical recurrent approach to predict scene graphs from a visual‐attention‐oriented perspective,https://doi.org/10.1111/coin.12202,1.38951484,FALSE,en,FALSE,closed,Computational Intelligence,journal,2019-03-22,article
https://openalex.org/W2970039170,,Lili Yu|Yunming Du|Xiaoguang Su|Fanbo Meng,Jiamusi University|Jiamusi University|Jiamusi University|Jiamusi University,0,Computation of Terrestrial Visible Area in Three-Dimensional GIS,https://doi.org/10.1109/iccar.2019.8813336,0.0,FALSE,en,FALSE,closed,,,2019-04-01,article
https://openalex.org/W2930983013,"Scene graph construction / visual relationship detection from an image aims to give a precise structural description of the objects (nodes) and their relationships (edges). The mutual promotion of object detection and relationship detection is important for enhancing their individual performance. In this work, we propose a new framework, called semantics guided graph relation neural network (SGRN), for effective visual relationship detection. First, to boost the object detection accuracy, we introduce a source-target class cognoscitive transformation that transforms the features of the co-occurent objects to the target object domain to refine the visual features. Similarly, source-target cognoscitive transformations are used to refine features of objects from features of relations, and vice versa. Second, to boost the relation detection accuracy, besides the visual features of the paired objects, we embed the class probability of the object and subject separately to provide high level semantic information. In addition, to reduce the search space of relationships, we design a semantics-aware relationship filter to exclude those object pairs that have no relation. We evaluate our approach on the Visual Genome dataset and it achieves the state-of-the-art performance for visual relationship detection. Additionally, Our approach also significantly improves the object detection performance (i.e. 4.2\% in mAP accuracy).",Wentong Liao|Cuiling Lan|Wenjun Zeng|Michael Ying Yang|Bodo Rosenhahn,,5,Exploring the Semantics for Visual Relationship Detection.,,0.42754303,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2019-04-03,article
https://openalex.org/W2954469985,,Xiaolan Xie|Jianwei Wang|Hanlin Qin|Xiaochun Cheng,Guilin University of Technology|Guilin University of Technology|Guilin University of Technology|Middlesex University,2,The Simulation and Research of Fire Spread Situation Based on OSG,https://doi.org/10.1145/3335656.3335703,0.10688576,FALSE,en,FALSE,closed,,,2019-04-28,article
https://openalex.org/W2990821859,,Zhendong Li|Gaoyun An|Songhe Feng|Qiuqi Ruan,Beijing Jiaotong University|Beijing Jiaotong University|Beijing Jiaotong University|Beijing Jiaotong University,1,Dual Attention Message Passing Model for Scene Graph Generation,https://doi.org/10.1109/ddcls.2019.8908830,0.0,FALSE,en,FALSE,closed,2019 IEEE 8th Data Driven Control and Learning Systems Conference (DDCLS),conference,2019-05-01,article
https://openalex.org/W2979481854,,Phillip E. Pope|Soheil Kolouri|Mohammad Rostami|Charles E. Martin|H. Hoffmann,HRL Laboratories (United States)|HRL Laboratories (United States)|HRL Laboratories (United States)|HRL Laboratories (United States)|HRL Laboratories (United States),483,Explainability Methods for Graph Convolutional Neural Networks,https://doi.org/10.1109/cvpr.2019.01103,28.72651841,FALSE,en,FALSE,closed,,,2019-06-01,article
https://openalex.org/W2955988340,,Wenbin Wang|Ruiping Wang|Shiguang Shan|Xilin Chen,Institute of Computing Technology|University of Chinese Academy of Sciences|Chinese Academy of Sciences|Institute of Computing Technology|University of Chinese Academy of Sciences|Chinese Academy of Sciences|Chinese Academy of Sciences|University of Chinese Academy of Sciences|Institute of Computing Technology|Peng Cheng Laboratory|Institute of Computing Technology|Chinese Academy of Sciences|University of Chinese Academy of Sciences,99,Exploring Context and Visual Pattern of Relationship for Scene Graph Generation,https://doi.org/10.1109/cvpr.2019.00838,7.16134574,FALSE,en,FALSE,closed,,,2019-06-01,article
https://openalex.org/W2966369713,,Monica Haurilet|Alina Roitberg|Rainer Stiefelhagen,Kentucky imaging Technologies (United States)|Karlsruhe Institute of Technology|Kentucky imaging Technologies (United States)|Karlsruhe Institute of Technology|Karlsruhe Institute of Technology,18,It's Not About the Journey; It's About the Destination: Following Soft Paths Under Question-Guidance for Visual Reasoning,https://doi.org/10.1109/cvpr.2019.00203,1.38951484,FALSE,en,FALSE,closed,,,2019-06-01,article
https://openalex.org/W3022778813,,Mengshi Qi|Yunhong Wang|Annan Li|Jiebo Luo,Beihang University|Beihang University|Beihang University|University of Rochester,73,Sports Video Captioning via Attentive Motion Representation and Group Relationship Modeling,https://doi.org/10.1109/tcsvt.2019.2921655,3.95477302,FALSE,en,FALSE,closed,IEEE Transactions on Circuits and Systems for Video Technology,journal,2019-06-07,article
https://openalex.org/W2948087948,"We focus on task of grounding referring expressions images, e.g., localizing the white truck front of a one. To resolve this task fundamentally, one should first find out contextual objects (e.g., yellow truck) and then exploit them to disambiguate referent from other similar objects, by using attributes and relationships (e.g., white, yellow, in front of). However, it is extremely challenging to train such a model as ground-truth of contextual objects and their relationships are usually missing due to prohibitive annotation cost. Therefore, nearly all existing methods attempt to evade above joint grounding and reasoning process, but resort to a holistic association between sentence and region feature. As a result, they suffer from heavy parameters of fully-connected layers, poor interpretability, and limited generalization to unseen expressions. In this paper, we tackle this challenge by training and inference with proposed Marginalized Scene Graph Likelihood (MSGL). Specifically, we use scene graph: a graphical representation parsed from referring expression, where nodes are objects with attributes and edges are relationships. Thanks to conditional random field (CRF) built on scene graph, we can ground every object to its corresponding region, and perform reasoning with unlabeled contexts by marginalizing out them using sum-product belief propagation. Overall, our proposed MSGL is effective and interpretable, e.g., on three benchmarks, MSGL consistently outperforms state-of-the-arts while offers a complete grounding of all objects a sentence.",Daqing Liu|Hanwang Zhang|Zheng-Jun Zha|Fanglin Wang,,7,Referring Expression Grounding by Marginalizing Scene Graph Likelihood,,,FALSE,en,TRUE,green,arXiv (Cornell University),repository,2019-06-09,preprint
https://openalex.org/W2950601690,"The proliferation of high resolution cameras on embedded devices along with the growing maturity of deep neural networks (DNNs) has spawned powerful mobile vision applications. To enable applications on mobile devices, the offloading approach processes live video streams using DNNs on server-class GPU accelerators. However, their use in latency constrained applications is particularly challenging because of the large and unpredictable round-trip latency from mobile devices to the cloud computing resources. As a consequence, system designers routinely look for ways to offload to local servers at the cloud edge, known as the cloudlet. This paper explores the potential of serving multiple DNNs using the cloudlet model to implement complex vision applications on mobile devices. We present DeepQuery, a new mobile offloading system that is capable to serve DNNs with different structures for a wide range of tasks including object detection and tracking, scene graph detection, and video description. DeepQuery provides application programming interfaces to offload applications programed as Directed Acyclic Graphs of DNN queries, and employs data parallelization and input batching techniques to reduce processing delays. To improve GPU utilization, it co-locates real-time and delay-tolerant tasks on shared GPUs, and exploits a predictive and plan-ahead approach to alleviate resource contention caused by co-locating. We evaluate DeepQuery and demonstrate its effectiveness using several real world applications.",Zhou Fang|Dezhi Hong|Rajesh K. Gupta,"University of California, San Diego|University of California, San Diego|University of California, San Diego",36,Serving deep neural networks at the cloud edge for vision applications on mobile platforms,https://doi.org/10.1145/3304109.3306221,2.13771515,FALSE,en,TRUE,gold,,,2019-06-18,article
https://openalex.org/W2966204614,,Yunian Chen|Yanjie Wang|Yang Zhang|Yanwen Guo,Nanjing University|Zhejiang University of Science and Technology|Nanjing University|Nanjing University,25,PANet: A Context Based Predicate Association Network for Scene Graph Generation,https://doi.org/10.1109/icme.2019.00094,1.17574333,FALSE,en,FALSE,closed,,,2019-07-01,article
https://openalex.org/W2963393614,,Eath Manith|Sokchomrern Ean|Kwan‐Hee Yoo,|Chungbuk National University|Chungbuk National University,0,X3D Modeling and Animation for Human Respiratory Organ,https://doi.org/10.1145/3329714.3338139,0.0,FALSE,en,FALSE,closed,,,2019-07-22,article
