no,arxiv_url,title,authors,abstract_kor
740,http://arxiv.org/abs/2502.14113 ,Object-centric Binding in Contrastive Language-Image Pretraining,"Rim Assouel, Pietro Astolfi, Florian Bordes, Michal Drozdzal, Adriana Romero-Soriano","VLM(비전 언어 모델)의 최근 발전은 시각적 정보를 해당 텍스트 설명과 연관시키는 방법을 학습하는 CLIP과 같은 대조 모델에 의해 주도되었습니다. 그러나 이러한 모델은 여러 객체와 공간 관계가 포함된 복잡한 구성 장면을 이해하는 데 한계가 있습니다. 이러한 과제를 해결하기 위해 우리는 하드 네거티브 증강 설계에 의존하는 일반적으로 사용되는 전략과 다른 새로운 접근 방식을 제안합니다. 대신, 우리의 작업은 사전 훈련된 CLIP 유사 모델에 귀납적 편향을 통합하여 추가 하드 네거티브를 사용하지 않고 구성 이해를 향상시키는 데 중점을 둡니다. 이를 위해 텍스트 설명에서 파생된 장면 그래프를 슬롯 구조의 이미지 표현과 연결하여 두 양식 간의 구조화된 유사성 평가를 용이하게 하는 바인딩 모듈을 소개합니다. 또한 관계를 텍스트 조건에 따른 시각적 제약으로 활용하여 개체 간의 복잡한 상호 작용과 개체의 상황별 관계를 보다 효과적으로 포착합니다. 우리의 결과 모델은 다중 객체 구성 이해에서 CLIP 기반 모델의 성능을 향상시킬 뿐만 아니라 복잡한 장면의 보다 정확하고 샘플 효율적인 이미지-텍스트 매칭을 향한 길을 열어줍니다."
739,http://arxiv.org/abs/2502.10127 ,Leveraging V2X for Collaborative HD Maps Construction Using Scene Graph Generation,"Gamal Elghazaly, Raphael Frank","HD(고해상도) 지도는 자율주행차 내비게이션에서 중요한 역할을 하며 정확성과 안전성 향상을 위해 온보드 인식 센서를 보완합니다. 기존 HD 지도 생성은 전용 매핑 차량에 의존하는데, 이는 비용이 많이 들고 실시간 인프라 변경 사항을 포착하지 못합니다. 본 논문에서는 V2X 통신과 장면 그래프 생성을 활용하여 HD 맵의 국부적인 기하학적 레이어를 공동으로 구성하는 새로운 프레임워크인 HDMapLaneNet을 제시합니다. 전방 카메라 영상에서 차선 중심선을 추출해 그래프로 표현하고, 글로벌 집계용 데이터를 V2X를 통해 클라우드로 전송하는 방식이다. nuScenes 데이터 세트의 예비 결과는 최첨단 방법에 비해 우수한 연관 예측 성능을 보여줍니다."
738,http://arxiv.org/abs/2502.07945 ,SurGrID: Controllable Surgical Simulation via Scene Graph to Image Diffusion,"Yannik Frisch, Ssharvien Kumar Sivakumar, Çağhan Köksal, Elsa Böhm, Felix Wagner, Adrian Gericke, Ghazal Ghazaei, Anirban Mukhopadhyay","수술 시뮬레이션은 기존 수술 훈련에 유망한 추가 기능을 제공합니다. 그러나 사용 가능한 시뮬레이션 도구에는 사실성이 부족하고 하드코딩된 동작에 의존합니다. 노이즈 제거 확산 모델은 충실도가 높은 이미지 합성을 위한 유망한 대안이지만 기존의 최첨단 조절 방법은 생성된 장면에 대한 정확한 제어 또는 상호 작용을 제공하는 데 부족합니다.   장면 그래프를 활용하여 제어 가능한 수술 장면 합성을 가능하게 하는 이미지 확산 모델의 장면 그래프인 SurGrID를 소개합니다. 이러한 그래프는 수술 장면 구성 요소의 공간 및 의미 정보를 인코딩한 다음 로컬 및 글로벌 정보를 명시적으로 캡처하는 새로운 사전 학습 단계를 사용하여 중간 표현으로 변환됩니다.   우리가 제안하는 방법은 생성된 이미지의 충실도와 그래프 입력과의 일관성을 최신 기술보다 향상시킵니다. 또한 임상 전문가가 참여한 사용자 평가 연구를 통해 시뮬레이션의 현실성과 제어 가능성을 입증했습니다.   장면 그래프는 수술 장면을 시뮬레이션하기 위한 Denoising Diffusion Model의 정확한 대화형 조정에 효과적으로 사용될 수 있으며, 생성된 콘텐츠에 대한 높은 충실도와 대화형 제어를 가능하게 합니다."
737,http://arxiv.org/abs/2502.05874 ,MMGDreamer: Mixed-Modality Graph for Geometry-Controllable 3D Indoor Scene Generation,"Zhifei Yang, Keyang Lu, Chao Zhang, Jiaxing Qi, Hanqi Jiang, Ruifei Ma, Shenglin Yin, Yifan Xu, Mingzhe Xing, Zhen Xiao, Jieyi Long, Guangyao Zhai","제어 가능한 3D 장면 생성은 생성된 장면이 기하학 측면에서 높은 수준의 사실성과 제어 가능성을 보여야 하는 가상 현실 및 인테리어 디자인에 광범위하게 적용됩니다. 장면 그래프는 이러한 애플리케이션을 용이하게 하는 적절한 데이터 표현을 제공합니다. 그러나 현재의 그래프 기반 장면 생성 방법은 텍스트 기반 입력으로 제한되어 있으며 유연한 사용자 입력에 대한 적응성이 부족하여 객체 형상을 정확하게 제어하는 ​​기능을 방해합니다. 이 문제를 해결하기 위해 우리는 새로운 혼합 모드 그래프, 시각적 향상 모듈 및 관계 예측기를 통합하는 장면 생성을 위한 이중 분기 확산 모델인 MMGDreamer를 제안합니다. 혼합 양식 그래프를 사용하면 개체 노드가 노드 간 선택적 관계를 통해 텍스트 및 시각적 양식을 통합할 수 있습니다. 유연한 사용자 입력에 대한 적응성을 향상시키고 생성된 장면에서 객체의 기하학적 구조를 세밀하게 제어할 수 있습니다. 시각적 향상 모듈은 텍스트 임베딩을 사용하여 시각적 표현을 구성하여 텍스트 전용 노드의 시각적 충실도를 강화합니다. 또한, 우리의 관계 예측기는 노드 표현을 활용하여 노드 간의 관계가 없는 것을 추론하여 보다 일관된 장면 레이아웃을 생성합니다. 광범위한 실험 결과에 따르면 MMGDreamer는 객체 형상에 대한 탁월한 제어 기능을 보여주며 최첨단 장면 생성 성능을 달성합니다. 프로젝트 페이지: https://yangzhifeio.github.io/project/MMGDreamer."
736,http://arxiv.org/abs/2502.03856 ,Taking A Closer Look at Interacting Objects: Interaction-Aware Open Vocabulary Scene Graph Generation,"Lin Li, Chuhan Zhang, Dong Zhang, Chong Sun, Chen Li, Long Chen","오늘날의 개방형 어휘 장면 그래프 생성(OVSGG)은 미리 정의된 범주를 넘어 새로운 객체와 관계를 인식하고 사전 훈련된 대규모 모델의 지식을 활용하여 기존 SGG를 확장합니다. 대부분의 기존 방법은 2단계 파이프라인을 채택합니다. 이미지 캡션을 사용한 약한 지도 사전 학습과 완전히 주석이 달린 장면 그래프의 SFT(지도 미세 조정)입니다. 그럼에도 불구하고 상호 작용하는 개체에 대한 명시적인 모델링을 생략하고 모든 개체를 동일하게 처리하므로 일치하지 않는 관계 쌍이 발생합니다. 이를 위해 우리는 상호작용 인식 OVSGG 프레임워크 INOVA를 제안합니다. 사전 훈련 중에 INOVA는 상호작용하는 객체와 비상호작용하는 객체를 구별하기 위해 상호작용 인식 목표 생성 전략을 사용합니다. SFT에서 INOVA는 이분 그래프 매칭 중에 상호 작용하는 개체의 우선 순위를 지정하기 위해 상호 작용 기반 쿼리 선택 전략을 고안했습니다. 게다가, INOVA는 상호작용하는 객체 쌍을 배경에서 멀리 밀어내어 견고성을 강화하는 상호작용 일관성 지식 증류 기능을 갖추고 있습니다. 두 가지 벤치마크(VG 및 GQA)에 대한 광범위한 실험에서는 INOVA가 최첨단 성능을 달성하여 실제 응용 프로그램에 대한 상호 작용 인식 메커니즘의 잠재력을 보여줍니다."
735,http://arxiv.org/abs/2502.06819 ,Functional 3D Scene Synthesis through Human-Scene Optimization,"Yao Wei, Matteo Toso, Pietro Morerio, Michael Ying Yang, Alessio Del Bue","본 논문은 장면에 대한 텍스트 설명만으로 3D 실내 환경을 출력하는 새로운 생성적 접근 방식을 제시합니다. 현재 방법은 종종 장면 합성을 단순한 레이아웃 예측 작업으로 처리하여 생성된 환경의 실제 유용성을 제한적으로 고려하여 객체가 겹치거나 장면이 과도하게 구조화되는 방으로 이어집니다. 대신 우리의 접근 방식은 간단하지만 효과적인 원칙을 기반으로 합니다. 즉, 장면 합성을 조정하여 사람이 사용할 수 있는 공간을 생성합니다. 이 원리는 장면을 구성하는 객체와 상호 작용하는 3D 인간을 합성하여 구현됩니다. 인간 중심의 장면 생성이 가능하다면 방 레이아웃은 기능적이며 보다 일관된 3D 구조로 이어집니다. 이를 위해 추론, 3D 조립 및 최적화로 구성된 기능적 3D 장면 합성을 위한 새로운 방법을 제안합니다. 우리는 그래프 확산 네트워크를 통해 장면 그래프를 생성하여 텍스트 기반 3D 합성을 추론 과정으로 간주합니다. 객체 기능적 동시 발생을 고려하여 인간-객체 상호 작용 및 회피를 더 잘 수용하고 인간 인식 3D 장면 최적화를 달성하도록 새로운 전략이 설계되었습니다. 우리는 일관된 3D 장면 합성 결과를 생성하는 방법의 효율성을 검증하기 위해 정성적 및 정량적 실험을 모두 수행합니다."
734,http://arxiv.org/abs/2502.03450 ,Schema-Guided Scene-Graph Reasoning based on Multi-Agent Large Language Model System,"Yiye Chen, Harpreet Sawhney, Nicholas Gydé, Yanan Jian, Jack Saunders, Patricio Vela, Ben Lundell","장면 그래프는 LLM(대형 언어 모델)을 사용한 기반 공간 추론을 위한 구조화되고 직렬화 가능한 환경 표현으로 등장했습니다. 이 작업에서는 다중 에이전트 LLM을 기반으로 하는 반복적인 스키마 기반 장면 그래프 추론 프레임워크인 SG^2를 제안합니다. 에이전트는 추상 작업 계획 및 그래프 정보 쿼리 생성을 위한 (1) Reasoner 모듈과 쿼리에 따른 코드 작성을 기반으로 해당 그래프 정보를 추출하는 (2) Retriever 모듈의 두 가지 모듈로 그룹화됩니다. 두 모듈이 반복적으로 협력하여 그래프 정보에 대한 순차적 추론과 적응형 주의를 지원합니다. 두 모듈 모두에 표시되는 장면 그래프 스키마는 추론 및 검색 프로세스를 모두 간소화할 뿐만 아니라 두 모듈 간의 협력을 안내하는 역할도 합니다. 이렇게 하면 LLM에 전체 그래프 데이터를 표시할 필요가 없어 관련 없는 정보로 인한 환각 가능성이 줄어듭니다. 여러 시뮬레이션 환경에서의 실험을 통해 우리 프레임워크는 숫자 Q&A 및 계획 작업에서 기존 LLM 기반 접근 방식과 기본 단일 에이전트, 도구 기반 검색 중 이유 전략을 능가한다는 것을 보여줍니다."
733,http://arxiv.org/abs/2502.01949 ,LAYOUTDREAMER: Physics-guided Layout for Text-to-3D Compositional Scene Generation,"Yang Zhou, Zongjin He, Qixuan Li, Chao Wang","최근 텍스트 기반 3D 장면 생성 분야가 큰 주목을 받고 있습니다. 실제적인 현실감과 높은 제어 가능성에 부합하는 고품질 생성은 실용적인 3D 장면 애플리케이션에 매우 중요합니다. 그러나 기존 방법은 (i) 텍스트에 설명된 여러 개체 간의 복잡한 관계를 캡처하는 데 어려움이 있고, (ii) 물리적으로 그럴듯한 장면 레이아웃을 생성할 수 없으며, (iii) 구성 장면에서 제어 가능성 및 확장성이 부족하다는 근본적인 한계에 직면해 있습니다. 본 논문에서는 3DGS(3D Gaussian Splatting)를 활용하여 텍스트를 기반으로 하는 고품질의 물리적으로 일관된 구성 장면 생성을 촉진하는 프레임워크인 LayoutDreamer를 소개합니다. 구체적으로, 텍스트 프롬프트가 주어지면 이를 방향성 장면 그래프로 변환하고 초기 구성 3D 가우시안의 밀도와 레이아웃을 적응적으로 조정합니다. 그 후, 엔터티 수준의 생성 품질을 보장하기 위해 훈련 초점을 기반으로 동적 카메라 조정이 이루어집니다. 마지막으로 장면 그래프에서 방향성 종속성을 추출하여 물리적 및 레이아웃 에너지를 조정하여 사실성과 유연성을 모두 보장합니다. 포괄적인 실험을 통해 LayoutDreamer가 다른 구성 장면 생성 품질 및 의미 체계 정렬 방법보다 우수한 것으로 나타났습니다. 특히, T3Bench의 다중 객체 생성 지표에서 최첨단(SOTA) 성능을 달성합니다."
732,http://arxiv.org/abs/2502.00708 ,PhiP-G: Physics-Guided Text-to-3D Compositional Scene Generation,"Qixuan Li, Chao Wang, Zongjin He, Yan Peng","텍스트-3D 자산 생성은 2D 확산 이전 감독하에 상당한 최적화를 달성했습니다. 그러나 구성적인 장면을 다룰 때 기존 방법은 다음과 같은 몇 가지 문제에 직면합니다. 1). 합성 장면 레이아웃이 물리적 법칙을 준수하는지 확인하지 못했습니다. 2). 복잡한 장면 설명에 설명된 자산과 관계를 정확하게 캡처하는 데 어려움이 있습니다. 3). LLM(대형 언어 모델)을 활용하는 레이아웃 접근 방식 중 자율 자산 생성 기능이 제한되어 있습니다. 이러한 타협을 피하기 위해 우리는 생성 기술과 세계 모델 기반 레이아웃 지침을 완벽하게 통합하는 구성 장면 생성을 위한 새로운 프레임워크인 PhiP-G를 제안합니다. PhiP-G는 LLM 기반 에이전트를 활용하여 복잡한 장면 설명을 분석하여 장면 그래프를 생성하고, 대상 자산 생성을 위해 다중 모드 2D 생성 에이전트와 3D ​​가우스 생성 방법을 통합합니다. 레이아웃 단계에서 PhiP-G는 접착 기능을 갖춘 물리적 풀과 시각적 감독 에이전트를 사용하여 레이아웃 예측 및 계획을 위한 세계 모델을 형성합니다. 광범위한 실험을 통해 PhiP-G가 구성 장면의 생성 품질과 물리적 합리성을 크게 향상시키는 것으로 나타났습니다. 특히, PhiP-G는 CLIP 점수에서 최첨단(SOTA) 성능을 달성하고, T$^3$Bench로 측정된 발전 품질의 선도적인 방법과 동등성을 달성하며 효율성을 24배 향상시킵니다."
731,http://arxiv.org/abs/2501.14914 ,Light3R-SfM: Towards Feed-forward Structure-from-Motion,"Sven Elflein, Qunjie Zhou, Sérgio Agostinho, Laura Leal-Taixé","우리는 제한되지 않은 이미지 컬렉션에서 효율적인 대규모 SfM(Structure-from-Motion)을 위한 피드포워드, 엔드투엔드 학습 가능 프레임워크인 Light3R-SfM을 제시합니다. 정확한 3D 재구성을 달성하기 위해 비용이 많이 드는 매칭 및 전역 최적화에 의존하는 기존 SfM 솔루션과 달리 Light3R-SfM은 새로운 잠재 전역 정렬 모듈을 통해 이러한 제한을 해결합니다. 이 모듈은 기존 전역 최적화를 학습 가능한 주의 메커니즘으로 대체하여 강력하고 정확한 카메라 자세 추정을 위해 이미지 전반에 걸쳐 다중 뷰 제약 조건을 효과적으로 캡처합니다. Light3R-SfM은 검색 점수 기반 최단 경로 트리를 통해 희소 장면 그래프를 구성하여 순진한 접근 방식에 비해 메모리 사용량과 계산 오버헤드를 획기적으로 줄입니다. 광범위한 실험을 통해 Light3R-SfM이 런타임을 크게 줄이면서 경쟁력 있는 정확성을 달성하여 런타임 제약이 있는 실제 응용 프로그램의 3D 재구성 작업에 이상적이라는 것이 입증되었습니다. 이 작업은 데이터 중심의 피드포워드 SfM 접근 방식을 개척하여 실제 환경에서 확장 가능하고 정확하며 효율적인 3D 재구성을 향한 길을 열었습니다."
730,http://arxiv.org/abs/2501.14520 ,Scene Understanding Enabled Semantic Communication with Open Channel Coding,"Zhe Xiang, Fei Yu, Quan Deng, Yuandi Li, Zhiguo Wan","통신 시스템이 기호 전송에서 의미 있는 정보 전달로 전환됨에 따라 6세대(6G) 네트워크는 의미론적 통신을 강조합니다. 이 접근 방식은 높은 수준의 의미 정보에 우선 순위를 두어 텍스트, 음성, 이미지와 같은 형식 전반에서 견고성을 향상하고 중복성을 줄입니다. 그러나 전통적인 의미론적 의사소통은 정적 코딩 전략, 잘못된 일반화, 적응성을 방해하는 작업별 지식 기반에 대한 의존 등의 한계에 직면해 있습니다. 이러한 과제를 극복하기 위해 우리는 장면 이해, LLM(대형 언어 모델) 및 개방형 채널 코딩을 결합한 \textbf{OpenSC}라는 새로운 시스템을 제안합니다. 기존 시스템은 고정된 도메인별 지식 기반에 의존하므로 일반화 능력이 제한됩니다. 당사의 개방형 채널 코딩 접근 방식은 공유되고 공개적으로 사용 가능한 지식을 활용하여 유연하고 적응형 인코딩을 가능하게 합니다. 이 동적 시스템은 정적 작업별 데이터에 대한 의존도를 줄여 다양한 작업과 환경에 대한 적응성을 향상시킵니다. 또한 구조화된 의미론적 인코딩을 위해 장면 그래프를 사용하고 개체 관계 및 컨텍스트를 캡처하여 VQA(시각적 질문 응답)와 같은 작업을 개선합니다. 우리의 접근 방식은 핵심 의미 요소를 선택적으로 인코딩하여 중복성을 최소화하고 전송 효율성을 향상시킵니다. 실험 결과는 의미론적 이해와 효율성 모두에서 상당한 개선을 보여 6G 네트워크에서 적응형, 일반화 가능한 의미론적 통신의 잠재력을 향상시켰습니다."
729,http://arxiv.org/abs/2501.14832 ,Resource Allocation Driven by Large Models in Future Semantic-Aware Networks,"Haijun Zhang, Jiaxin Ni, Zijun Wu, Xiangnan Liu, V. C. M. Leung","대형 모델은 미래의 네트워크 지능형 애플리케이션의 인기를 높이는 핵심 요소로 등장했습니다. 그러나 지능형 애플리케이션으로 인해 발생하는 데이터 트래픽의 급증은 미래 네트워크의 자원 활용도와 에너지 소비에 압박을 가하고 있습니다. 효율적인 콘텐츠 이해 기능을 통해 의미론적 통신은 지능형 애플리케이션에서 데이터 전송을 줄이는 데 상당한 잠재력을 가지고 있습니다. 이 기사에서는 의미 인식 네트워크에서 대규모 모델에 의해 구동되는 리소스 할당을 조사합니다. 구체적으로, 효율적인 데이터 전송을 달성하기 위해 장면 그래프 모델과 다중 모드 사전 학습 모델을 기반으로 하는 의미 인식 통신 네트워크 아키텍처가 설계되었습니다. 제안된 네트워크 아키텍처를 기반으로 자원 활용 효율성을 더욱 향상시키기 위한 의미 인식 네트워크의 지능형 자원 할당 기법을 제안한다. 자원 할당 기법에서는 의미론적 전송 품질을 평가 지표로 채택하고 무선 채널 페이딩이 의미론적 전송에 미치는 영향을 분석한다. 다중 사용자에 대한 의미 전송 품질을 극대화하기 위해 의미 인식 네트워크의 전력 할당 문제를 해결하기 위한 확산 모델 기반 의사 결정 체계가 설계되었습니다. 시뮬레이션 결과는 제안된 대규모 모델 기반 네트워크 아키텍처와 자원 할당 기법이 고품질 의미 전달을 달성함을 보여줍니다."
728,http://arxiv.org/abs/2501.09733 ,ComplexVAD: Detecting Interaction Anomalies in Video,"Furkan Mumcu, Michael J. Jones, Yasin Yilmaz, Anoop Cherian","기존 비디오 이상 탐지 데이터 세트는 객체 간 상호 작용으로 인해 발생하는 복잡한 이상 현상을 표현하는 데 적합하지 않습니다. 이전 비디오 이상 탐지 데이터 세트에 복잡한 이상 현상이 없었기 때문에 단순한 이상 현상에 초점을 옮겨 연구에 영향을 미쳤습니다. 이 문제를 해결하기 위해 새로운 대규모 데이터세트인 ComplexVAD를 도입했습니다. 또한, 시공간 속성을 갖는 장면 그래프를 이용하여 객체 간 상호 작용을 모델링함으로써 복잡한 이상 현상을 탐지하는 새로운 방법을 제안합니다. 제안된 방법과 다른 두 가지 최첨단 비디오 이상 탐지 방법을 사용하여 ComplexVAD에 대한 기준 점수를 얻고 새로운 방법이 기존 작업보다 성능이 우수하다는 것을 입증합니다."
727,http://arxiv.org/abs/2501.09041 ,Generative Visual Commonsense Answering and Explaining with Generative Scene Graph Constructing,"Fan Yuan, Xiaoyuan Fang, Rong Quan, Jing Li, Wei Bi, Xiaogang Xu, Piji Li",고도의 시각적 장면 이해를 추구하는 어려운 과제 중 하나로 꼽히는 시각상식추론(Visual Commonsense Reasoning)은 AI 시스템의 추론 능력을 진단하는 데 활용됐다. 그러나 신뢰할 수 있는 추론을 위해서는 장면의 세부 사항을 잘 파악해야 합니다. 기존 작업은 장면 내에 존재하는 실제 개체 관계 정보를 효과적으로 활용하지 못하고 대신 훈련 메모리의 지식에 지나치게 의존합니다. 이러한 관찰을 바탕으로 우리는 먼저 이미지 패치와 LLM을 활용하여 위치가 없는 장면 그래프를 구성한 다음 장면 그래프의 정보를 기반으로 답변하고 설명하는 \textit{\textbf{G2}}라는 새로운 장면 그래프 강화 시각적 상식 추론 생성 방법을 제안합니다. 또한 학습 중에 귀중한 장면 그래프 정보를 흡수하기 위한 자동 장면 그래프 필터링 및 선택 전략을 제안합니다. 장면 그래프 구성 작업과 시각적 상식 답변 및 설명 작업 및 데이터 세트에 대해 광범위한 실험을 수행합니다. 실험 결과와 절제 분석은 제안된 프레임워크의 효율성을 보여줍니다.
726,http://arxiv.org/abs/2501.08575 ,GOTPR: General Outdoor Text-based Place Recognition Using Scene Graph Retrieval with OpenStreetMap,"Donghwi Jung, Keonwoo Kim, Seong-Woo Kim",우리는 GPS 신호가 수신되지 않는 실외 환경을 위해 설계된 강력한 장소 인식 방법인 GOTPR을 제안합니다. 용량이 크고 저장이 어려운 포인트 클라우드 맵을 사용하는 기존 방식과 달리 GOTPR은 텍스트 설명과 지도에서 생성된 장면 그래프를 장소 인식에 활용합니다. 이 방법은 포인트 클라우드를 컴팩트한 데이터 구조로 대체하여 확장성을 향상시켜 로봇이 광범위한 지도 데이터를 효율적으로 저장하고 활용할 수 있도록 해줍니다. 또한 GOTPR은 전역 공간 정보를 제공하는 공개적으로 사용 가능한 OpenStreetMap 데이터를 사용하여 맞춤형 지도 생성의 필요성을 제거합니다. KITTI360Pose 데이터 세트와 해당 OpenStreetMap 데이터를 사용하여 기존 포인트 클라우드 기반 장소 인식 방법과 비교하여 성능을 평가했습니다. 결과는 GOTPR이 스토리지 요구 사항을 크게 줄이면서 비슷한 정확도를 달성한다는 것을 보여줍니다. 도시 규모의 테스트에서는 몇 초 안에 처리가 완료되어 실제 로봇 응용 분야에 매우 실용적입니다. 자세한 내용은 https://donghwijung.github.io/GOTPR_page/에서 확인할 수 있습니다.
725,http://arxiv.org/abs/2501.07214 ,TimeLogic: A Temporal Logic Benchmark for Video QA,"Sirnam Swetha, Hilde Kuehne, Mubarak Shah","인간 인지의 핵심 측면인 시간적 논리적 이해는 복잡한 순차적 사건과 비디오 내 시간적 관계를 포착하는 데 중추적인 역할을 합니다. 이 기능은 일관된 답변을 제공하기 위해 텍스트 데이터와 함께 시간이 지남에 따라 시각적 데이터를 처리하는 것이 목표인 Video QA(비디오 질문 응답)와 같은 작업에서 특히 중요합니다. 그러나 현재 VideoQA 벤치마크에서는 시간적 논리에 주석을 다는 문제로 인해 이 중요한 기술을 평가하는 데 거의 중점을 두지 않습니다. 비전 언어 모델의 발전에도 불구하고 시간적 논리적 추론 능력을 평가하는 것은 여전히 ​​어려운 일입니다. 주로 형식적이고 복잡한 시간적 추론을 요구하는 QA 쌍이 부족하기 때문입니다. 이러한 격차를 해소하기 위해 우리는 시간적 논리적 이해를 평가하도록 특별히 설계된 QA 쌍을 자동으로 생성하는 TimeLogic QA(TLQA) 프레임워크를 도입했습니다. 이를 위해 TLQA는 논리 이론에서 파생된 시간 연산자와 함께 기존 비디오 데이터세트의 시간 주석을 활용하여 이벤트 시퀀스와 시간 관계에 대한 이해를 테스트하는 질문을 구성합니다. TLQA 프레임워크는 일반적이고 확장 가능하며, 시간적 동작 분할 주석이 있는 기존 비디오 동작 데이터세트 또는 시간적 장면 그래프 주석이 있는 비디오 데이터세트를 모두 활용하여 시간적 논리적 질문을 자동으로 생성할 수 있습니다. STAR, Breakfast, AGQA, CrossTask라는 4개의 데이터 세트를 활용하고 각 카테고리에 대해 2,000개 및 10,000개의 QA 쌍을 포함하는 소형(TLQA-S) 및 대형(TLQA-L)의 두 가지 VideoQA 데이터 세트 변형을 생성하여 데이터 세트당 총 32,000개 및 160,000개의 쌍을 생성합니다. 우리는 TLQA를 사용하여 시간적 논리적 이해 기능을 벤치마킹하는 최첨단 VideoQA 모델에 대한 포괄적인 평가를 수행합니다. 우리는 시간적 복잡성이 다양한 16가지 범주의 시간적 논리에 대한 VideoQA 모델의 시간적 추론 성능을 평가합니다."
724,http://arxiv.org/abs/2501.05687 ,UniQ: Unified Decoder with Task-specific Queries for Efficient Scene Graph Generation,"Xinyao Liao, Wei Wei, Dangyang Chen, Yuanyuan Fu","장면 그래프 생성(SGG)은 주어진 이미지 내에서 개체 개체를 식별하고 개체 관계를 추론하는 것을 목표로 하는 장면 이해 작업입니다. 대형 객체 검출기(예: Faster R-CNN)를 기반으로 하는 일반적인 2단계 방법과 달리 1단계 방법은 고정 크기의 학습 가능한 쿼리 세트를 통합하여 관계형 삼중항 <주어, 술어, 객체>를 공동으로 추론합니다. 이 패러다임은 매개변수와 계산 오버헤드가 크게 감소하면서 강력한 성능을 보여줍니다. 그러나 1단계 방법의 문제점은 약한 얽힘 문제에서 비롯됩니다. 여기서 관계에 관련된 엔터티는 세 쌍 내에서 공유되는 결합된 특징과 분리된 시각적 특징을 모두 필요로 합니다. 이전 방법은 결합된 삼중 특징 모델링을 위해 단일 디코더를 채택하거나 별도의 시각적 특징 추출을 위해 다중 디코더를 채택했지만 두 가지를 모두 고려하지 못했습니다. 본 논문에서는 작업별 쿼리가 주제, 개체 및 조건자에 대해 각각 분리된 시각적 특징을 생성하고 통합 디코더를 사용하여 관계형 삼중항 내에서 결합된 기능 모델링을 가능하게 하는 작업별 쿼리 아키텍처를 갖춘 통합 디코더인 UniQ를 소개합니다. Visual Genome 데이터 세트에 대한 실험 결과는 UniQ가 1단계 방법과 2단계 방법 모두에서 우수한 성능을 가지고 있음을 보여줍니다."
723,http://arxiv.org/abs/2501.04303 ,Graph-Based Multimodal Contrastive Learning for Chart Question Answering,"Yue Dai, Soyeon Caren Han, Wei Liu","차트 질문 답변(ChartQA)은 차트 요소의 이질적인 구성과 차트 요소가 인코딩하는 미묘한 데이터 패턴으로 인해 어려움을 겪고 있습니다. 이 작업은 차트 구성 요소와 기본 구조 간의 관계를 명시적으로 모델링하는 새로운 공동 다중 모드 장면 그래프 프레임워크를 소개합니다. 프레임워크는 시각적 그래프와 텍스트 그래프를 모두 통합하여 구조적 및 의미론적 특성을 포착하는 한편, 그래프 대조 학습 전략은 양식 전반에 걸쳐 노드 표현을 정렬하여 소프트 프롬프트로 변환기 디코더에 원활하게 통합할 수 있도록 합니다. 또한 환각을 완화하여 제로 시나리오에서 다중 모드 MLLM(다중 언어 모델)을 향상시키기 위해 맞춤형 CoT(사고 사슬) 프롬프트 세트가 제안되었습니다. ChartQA, OpenCQA 및 ChartX를 포함한 벤치마크에 대한 광범위한 평가는 상당한 성능 개선을 보여주고 제안된 접근 방식의 효율성을 검증합니다."
722,http://arxiv.org/abs/2501.04279 ,OpenIN: Open-Vocabulary Instance-Oriented Navigation in Dynamic Domestic Environments,"Yujie Tang, Meiling Wang, Yinan Deng, Zibo Zheng, Jingchuan Deng, Yufeng Yue","일상적인 가정 환경에서 컵과 같이 자주 사용되는 물건은 위치가 고정되지 않고 동일한 카테고리 내에서 여러 인스턴스가 있는 경우가 많으며 운반자도 자주 변경됩니다. 결과적으로 로봇이 특정 인스턴스를 효율적으로 탐색하는 것이 어려워집니다. 이 과제를 해결하려면 로봇은 장면 변화와 계획을 지속적으로 캡처하고 업데이트해야 합니다. 그러나 현재의 객체 탐색 접근 방식은 주로 의미 수준에 초점을 맞추고 있으며 장면 표현을 동적으로 업데이트하는 기능이 부족합니다. 대조적으로, 이 백서는 자주 사용되는 객체와 정적 캐리어 간의 관계를 포착합니다. 개방형 어휘 CRSG(Carrier-Relationship Scene Graph)를 구성하고 로봇 탐색 중 운반 상태를 업데이트하여 장면의 동적 변화를 반영합니다. CRSG를 기반으로 탐색 프로세스를 Markov 결정 프로세스로 모델링하는 인스턴스 탐색 전략을 추가로 제안합니다. 각 단계에서 결정은 대형 언어 모델의 상식적 지식과 시각적 언어 기능 유사성을 바탕으로 이루어집니다. 우리는 Habitat 시뮬레이터에서 자주 사용되는 일상 항목에 대한 일련의 긴 순서 탐색 작업을 설계했습니다. 결과는 CRSG를 업데이트함으로써 로봇이 이동된 목표를 효율적으로 탐색할 수 있음을 보여줍니다. 또한 실제 로봇에 알고리즘을 배포하고 실제 효율성을 검증했습니다. 프로젝트 페이지는 https://OpenIN-nav.github.io에서 찾을 수 있습니다."
